id,created_date,destination,error_message,event_id,event_id_type,event_type,event_version,exception_category,exception_sub_category,exception_type,host,is_active,messaging_platform_type,raising_system,source_system,status,times_replayed,updated_date,updated_by,comment,trace,payload,exception_id,remarks
11,2025-09-29T16:11:17.781918,trade-processing-topic,Object reference not set for trade.amount,EVT-0011,UUID,NEW,3,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-2.prod.internal,True,KAFKA,trade-validation-service,BLOOMBERG,OPEN,14,2025-10-01T05:11:17.781918,ops-team,Investigating,"java.lang.NullPointerException: Object reference not set for trade.amount
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)",{},d9ab5e9a-c9c6-415c-98d7-3536ecdeec4a,
12,2025-09-18T02:11:17.781918,trade-validation-topic,Attempting to access element value1 in array of size value2,EVT-0012,UUID,CANCEL,1,VALIDATION,INVALID_DATA,java.lang.ArrayIndexOutOfBoundsException,trade-service-4.prod.internal,True,KAFKA,trade-consumer-service,ATLAS,OPEN,2,2025-09-19T07:11:17.781918,dev-team,Escalated to L2,"java.lang.ArrayIndexOutOfBoundsException: Attempting to access element value1 in array of size value2
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},040278d9-3319-41c7-b4e4-3e72b1490d9b,
13,2025-08-18T21:11:17.781918,trade-processing-topic,Database deadlock while acquiring lock on table trades,EVT-0013,UUID,NEW,3,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,BLOOMBERG,CLOSED,2,2025-08-19T13:11:17.781918,dev-team,Escalated to L2,"org.postgresql.util.PSQLException: Database deadlock while acquiring lock on table trades
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},e7710d38-5f73-4ded-9ad1-c3945d8e2003,Added deadlock retry logic with exponential backoff.
14,2025-11-11T16:11:17.781918,trade-ingestion-topic,Database deadlock while acquiring lock on table trades,EVT-0014,UUID,CANCEL,1,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-2.prod.internal,True,KAFKA,trade-validation-service,ATLAS,OPEN,18,2025-11-13T08:11:17.781918,ops-team,,"org.postgresql.util.PSQLException: Database deadlock while acquiring lock on table trades
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},51fbdd23-7c97-4391-b19f-dd52926be616,
15,2025-09-29T18:11:17.781918,trade-validation-topic,Transaction deadlock - conflicting locks,EVT-0015,UUID,CANCEL,1,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-2.prod.internal,True,KAFKA,trade-consumer-service,ATLAS,OPEN,5,2025-09-29T20:11:17.781918,system-auto,Escalated to L2,"org.postgresql.util.PSQLException: Transaction deadlock - conflicting locks
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)
... 15 more",{},e509facb-89a1-4d2e-bef6-f65679f06ad1,
16,2025-11-14T00:11:17.781918,trade-ingestion-topic,Type mismatch: expected value1 but got value2,EVT-0016,UUID,NEW,1,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-3.prod.internal,False,KAFKA,trade-consumer-service,MUREX,CLOSED,3,2025-11-15T07:11:17.781918,ops-team,Investigating,"java.lang.ClassCastException: Type mismatch: expected value1 but got value2
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)",{},e0f51dcc-c8b9-441b-b278-c3a1eb8d9a56,Fixed type conversion in transformer. Now handles both field and parameter.
17,2025-09-16T18:11:17.781918,trade-ingestion-topic,Thread pool exhausted - cannot accept new tasks,EVT-0017,UUID,CANCEL,2,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,BLOOMBERG,CLOSED,10,2025-09-18T18:11:17.781918,dev-team,Escalated to L2,"java.util.concurrent.RejectedExecutionException: Thread pool exhausted - cannot accept new tasks
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 8 more",{},974bd14d-9280-4884-98d6-9e8d05cff134,Optimized async processing. Reduced thread pool utilization by 50%.
18,2025-10-04T12:11:17.781918,trade-ingestion-topic,Executor queue capacity settlement.date exceeded,EVT-0018,UUID,NEW,3,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,ATLAS,CLOSED,6,2025-10-04T14:11:17.781918,ops-team,Investigating,"java.util.concurrent.RejectedExecutionException: Executor queue capacity settlement.date exceeded
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 10 more",{},dad7ec27-232b-4065-942e-8ec7bb8cd185,Increased thread pool size from 100 to 10 and added queue capacity monitoring.
19,2025-08-25T18:11:17.781918,trade-validation-topic,Producer request timeout after 60000ms,EVT-0019,UUID,NEW,1,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,5,2025-08-25T20:11:17.781918,system-auto,,"org.apache.kafka.common.errors.TimeoutException: Producer request timeout after 60000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 16 more",{},a3b21462-e76e-44c2-bb69-df5bae8eb92b,Kafka cluster was down. Restarted brokers and added monitoring alerts.
20,2025-10-30T11:11:17.781918,trade-ingestion-topic,Producer request timeout after 60000ms,EVT-0020,UUID,NEW,1,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-5.prod.internal,True,KAFKA,trade-ingestion-service,MUREX,OPEN,7,2025-11-01T05:11:17.781918,system-auto,,"org.apache.kafka.common.errors.TimeoutException: Producer request timeout after 60000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},33fe0bc0-be29-42d0-81a8-6b96cdae1b94,
21,2025-10-18T23:11:17.781918,trade-validation-topic,ERROR: deadlock detected,EVT-0021,UUID,CANCEL,3,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,7,2025-10-20T09:11:17.781918,ops-team,,"org.postgresql.util.PSQLException: ERROR: deadlock detected
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},91ad73bd-66a4-49dd-aea8-ee6e7d269d8b,Reordered database lock acquisition to always lock tables in same order (trades then positions).
22,2025-08-25T04:11:17.781918,trade-validation-topic,Object reference not set for settlement.date,EVT-0022,UUID,MODIFY,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,4,2025-08-26T15:11:17.781918,ops-team,,"java.lang.NullPointerException: Object reference not set for settlement.date
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 6 more",{},65336193-7f52-4330-8427-881fcc2b0cb1,Added defensive null checks in parameter validation.
23,2025-09-13T16:11:17.781918,trade-processing-topic,ERROR: deadlock detected,EVT-0023,UUID,NEW,2,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,2,2025-09-15T16:11:17.781918,dev-team,,"org.postgresql.util.PSQLException: ERROR: deadlock detected
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},d169c5ce-86b7-4868-aba6-72761d2388c6,Reduced transaction scope. Split large transaction into smaller batches.
24,2025-11-14T06:11:17.781918,trade-validation-topic,Attempting to access element value1 in array of size value2,EVT-0024,UUID,MODIFY,3,VALIDATION,INVALID_DATA,java.lang.ArrayIndexOutOfBoundsException,trade-service-3.prod.internal,True,KAFKA,trade-validation-service,MUREX,OPEN,2,2025-11-15T00:11:17.781918,dev-team,,"java.lang.ArrayIndexOutOfBoundsException: Attempting to access element value1 in array of size value2
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},10092578-aa5e-4589-9a84-0ee7a4982506,
25,2025-11-02T09:11:17.781918,trade-processing-topic,Index 10 out of bounds for length 5,EVT-0025,UUID,NEW,1,VALIDATION,INVALID_DATA,java.lang.ArrayIndexOutOfBoundsException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,5,2025-11-03T22:11:17.781918,ops-team,Awaiting upstream fix,"java.lang.ArrayIndexOutOfBoundsException: Index 10 out of bounds for length 5
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},f4a409fb-43ee-4304-b589-05ce6e2b3b64,Fixed bug in parser that assumed fixed number of fields. Added bounds checking.
26,2025-10-11T23:11:17.781918,trade-ingestion-topic,Malformed JSON at line counterparty,EVT-0026,UUID,NEW,3,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-1.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,9,2025-10-13T15:11:17.781918,ops-team,Awaiting upstream fix,"com.fasterxml.jackson.core.JsonParseException: Malformed JSON at line counterparty
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},33cd5621-be44-4d2c-b4ba-a6b9e27d4f0d,Upstream system sending malformed JSON. Fixed producer schema validation.
27,2025-10-06T03:11:17.781918,trade-ingestion-topic,Database connection timeout: 10000ms,EVT-0027,UUID,NEW,3,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,MUREX,CLOSED,3,2025-10-06T10:11:17.781918,system-auto,Escalated to L2,"java.sql.SQLTimeoutException: Database connection timeout: 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},0fc1f7f2-59eb-492d-ba65-3bfb001c0220,Added connection pooling and increased timeout to 120000ms.
28,2025-11-11T13:11:17.781918,trade-processing-topic,Cannot invoke trade.amount on null object,EVT-0028,UUID,CANCEL,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,10,2025-11-12T16:11:17.781918,system-auto,Investigating,"java.lang.NullPointerException: Cannot invoke trade.amount on null object
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)",{},5160131a-ec5b-45b5-924e-de4292e6c448,Fixed by validating parameter is not null before processing.
29,2025-09-12T17:11:17.781918,trade-ingestion-topic,Null pointer accessing field settlement.date,EVT-0029,UUID,MODIFY,1,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-1.prod.internal,False,KAFKA,trade-validation-service,BLOOMBERG,CLOSED,3,2025-09-13T23:11:17.781918,system-auto,,"java.lang.NullPointerException: Null pointer accessing field settlement.date
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 17 more",{},64291c6e-a9eb-4db9-963c-d40a58feaf94,Added defensive null checks in field validation.
30,2025-11-13T17:11:17.781918,trade-processing-topic,Executor queue capacity counterparty exceeded,EVT-0030,UUID,CANCEL,2,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-3.prod.internal,False,KAFKA,trade-validation-service,BLOOMBERG,CLOSED,2,2025-11-14T05:11:17.781918,ops-team,Awaiting upstream fix,"java.util.concurrent.RejectedExecutionException: Executor queue capacity counterparty exceeded
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 11 more",{},9df7788c-8b95-4e71-bca1-2e51e6e86211,Optimized async processing. Reduced thread pool utilization by 40%.
31,2025-10-31T01:11:17.781918,trade-validation-topic,Producer request timeout after 5000ms,EVT-0031,UUID,MODIFY,2,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-3.prod.internal,False,KAFKA,trade-consumer-service,MUREX,CLOSED,1,2025-10-31T08:11:17.781918,dev-team,,"org.apache.kafka.common.errors.TimeoutException: Producer request timeout after 5000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},3d633177-4a42-4720-89df-956746b21a49,Increased producer timeout from 60000ms to 120000ms.
32,2025-08-21T20:11:17.781918,trade-processing-topic,Redis connection timeout after 10000ms,EVT-0032,UUID,CANCEL,3,INFRASTRUCTURE,CONNECTION_ERROR,redis.clients.jedis.exceptions.JedisConnectionException,trade-service-2.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,1,2025-08-22T19:11:17.781918,ops-team,Investigating,"redis.clients.jedis.exceptions.JedisConnectionException: Redis connection timeout after 10000ms
	at redis.clients.jedis.Connection.connect(Connection.java:89)
	at com.trading.cache.RedisCacheService.get(RedisCacheService.java:34)
	at com.trading.service.ReferenceDataService.getSecurityInfo(ReferenceDataService.java:56)
... 14 more",{},8a953697-0689-49e4-9ebb-164983d6194a,Increased Redis connection pool size from 20 to 50.
33,2025-09-18T12:11:17.781918,trade-validation-topic,Unexpected character at position settlement.date,EVT-0033,UUID,NEW,1,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,6,2025-09-20T06:11:17.781918,system-auto,Escalated to L2,"com.fasterxml.jackson.core.JsonParseException: Unexpected character at position settlement.date
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},6811fc9f-831b-4169-89ea-fdf61a90d105,Updated parser to handle additional JSON formats from upstream.
34,2025-09-05T01:11:17.781918,trade-validation-topic,Null pointer accessing field trade.quantity,EVT-0034,UUID,CANCEL,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-5.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,8,2025-09-05T21:11:17.781918,dev-team,Escalated to L2,"java.lang.NullPointerException: Null pointer accessing field trade.quantity
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 19 more",{},7a3178fd-a3de-40f3-a27e-b4ee16b3737c,Added null check before accessing parameter. Reject message if object is null.
35,2025-09-13T18:11:17.781918,trade-ingestion-topic,Executor queue capacity trade.quantity exceeded,EVT-0035,UUID,MODIFY,3,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,1,2025-09-13T20:11:17.781918,system-auto,,"java.util.concurrent.RejectedExecutionException: Executor queue capacity trade.quantity exceeded
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 18 more",{},432a61b0-2961-4864-bcea-005c3b86446f,Implemented backpressure mechanism to slow down message consumption.
36,2025-08-29T08:11:17.781918,trade-processing-topic,ERROR: deadlock detected,EVT-0036,UUID,MODIFY,1,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,10,2025-08-30T20:11:17.781918,system-auto,Investigating,"org.postgresql.util.PSQLException: ERROR: deadlock detected
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},ef4a0ed5-39ba-41b3-abb7-a2171312dd65,Reduced transaction scope. Split large transaction into smaller batches.
37,2025-08-30T06:11:17.781918,trade-validation-topic,Unexpected character at position counterparty,EVT-0037,UUID,NEW,1,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-1.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,1,2025-08-31T09:11:17.781918,dev-team,Awaiting upstream fix,"com.fasterxml.jackson.core.JsonParseException: Unexpected character at position counterparty
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},e7343da8-a70c-4d80-a3ac-3d464355195f,Added JSON schema validation on consumer side. Reject invalid messages.
